UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
49056243,Eduardo Camavinga,30,67 kg,182 cm,,-,FRA,LaLiga EA SPORTS,Real Madrid,"€27,029,000 p/a",-,30/6/2035,"D (L), DM, M (C)",D (L),42,"3,064",90%,0.12,0.12,7.43,1.2,0.35,29%,0.26,12%,0.13,0.73,0.18,0.53,0.17,0,4.12,1.97,73%,0.35,0.06,0.32,4.14,50%,2.09,0.23,9.61,8.96,11.87,1.64,13.9km,3.03,11.54,-,-,-,-,-,-,-
86078360,Moisés Caicedo,31,73 kg,178 cm,,-,ECU,English Premier League,Liverpool,"€34,215,000 p/a",-,30/6/2035,"DM, M (C)",-,42,"3,757",91%,0.14,0.15,4.62,0.96,0.43,27%,0.17,5%,-1.44,0.46,0.05,0.55,0.08,0,6.25,2.4,74%,0.6,0.14,0.02,2.35,35%,0.81,0.46,7.55,6.83,12.29,0.98,14.2km,2.85,9.87,-,-,-,-,-,-,-
24060473,Joško Gvardiol,31,79 kg,185 cm,,-,CRO,LaLiga EA SPORTS,Real Madrid,"€22,758,000 p/a",-,30/6/2035,"D (LC), WB (L), DM","WB (L), DM",46,"3,961",94%,0.05,0.05,5.5,0.45,0.11,16%,0.07,16%,1.39,0.32,0.09,0.09,0.06,0,2.22,1.11,88%,0.59,0.34,0.48,6.36,75%,4.79,0.43,12.88,5.29,7.34,0.57,11.8km,1.3,3.79,-,-,-,-,-,-,-
83261910,Nuno Mendes,30,70 kg,176 cm,,-,POR,Ligue 1 Uber Eats,PSG,"€24,588,000 p/a",-,30/6/2035,"D (LC), WB/M (L)","D (C), M (L)",30,"2,870",91%,0.09,0.16,9.94,1.19,0.5,33%,0.41,-,-2.81,0.28,-,0.44,0.09,1,5.11,3.57,82%,0.82,0.13,0.06,4.14,55%,2.26,0.6,14.14,10.29,9.22,2.63,13.5km,3.23,9.85,-,-,-,-,-,-,-
28106491,Declan Rice,34,79 kg,185 cm,,Pulled hamstring,ENG,English Premier League,West Ham,"€10,355,000 p/a",-,30/6/2034,"D (C), DM, M (C)",D (C),42,"3,780",90%,0.05,0.1,4.9,0.67,0.26,22%,0.07,-,-3.19,0.19,-,0.62,0.08,0,4.35,2.69,71%,0.55,0.17,0.31,3.95,55%,2.17,0.45,8.17,7.9,11.19,0.9,13.9km,3.62,12.38,-,-,-,-,-,-,-
67293495,Pedri,30,65 kg,174 cm,,-,ESP,LaLiga EA SPORTS,FC Barcelona,"€21,929,000 p/a",-,30/6/2035,"M (C), AM (RLC)",AM (RL),43,"3,403",87%,0.32,0.27,6.06,1.75,0.85,23%,0.32,9%,-1.26,0.9,0.19,1.27,0.22,2,10.1,1.61,73%,0.29,0,0,2.7,14%,0.37,0.16,5.26,11.24,10.42,2.06,13.3km,3.86,12.99,-,-,-,-,-,-,-
2000188173,Assan Ouédraogo,27,93 kg,192 cm,,-,GER,Bundesliga,Bayern Munich,"€16,327,000 p/a",-,30/6/2037,"DM, M (C), AM (RLC)","DM, AM (RL)",34,"2,720",88%,0.2,0.21,2.91,1.52,0.76,31%,0.33,16%,2.8,1.72,0.6,1.46,0.42,0,6.46,1.69,77%,0.26,0.03,0.46,5.36,64%,3.44,0.17,6.25,10.32,10.49,2.38,13.1km,3.21,9.83,-,-,-,-,-,-,-
59130638,Khvicha Kvaratskhelia,32,69 kg,183 cm,,Tight thigh,GEO,English Premier League,Liverpool,"€33,388,000 p/a",-,30/6/2034,"M (L), AM (RLC), ST (C)","M (L), AM (RC)",43,"3,459",86%,0.31,0.28,2.94,1.64,0.88,14%,0.49,27%,3.32,0.62,0.31,0.34,0.18,0,10.68,2.42,82%,0.36,0.05,0.03,3.77,28%,1.07,0.44,6.76,14.8,11.29,3.93,12.9km,3.46,12.8,-,-,-,-,-,-,-
19351309,Gabriel Martinelli,31,72 kg,180 cm,,-,BRA,English Premier League,Arsenal,"€39,025,000 p/a",-,30/6/2035,"M (L), AM (RLC), ST (C)","M (L), AM (RC), ST (C)",41,"3,058",86%,0.21,0.27,2.71,1.56,0.85,18%,0.79,14%,0.55,1.06,0.32,0.68,0.31,0,9.12,2.27,76%,0.56,0,0.03,4.91,40%,1.94,0.15,6.15,15.63,12.89,2.5,13.7km,4.27,13.57,-,-,-,-,-,-,-
53095137,Martin Ødegaard,34,66 kg,178 cm,,-,NOR,English Premier League,Arsenal,"€17,586,000 p/a",-,30/6/2034,"DM, M (C), AM (RC)","DM, AM (R)",41,"3,419",86%,0.37,0.27,4.92,1.58,0.74,21%,0.16,5%,-3.91,0.89,0.11,1.42,0.19,0,10.3,1.79,76%,0.39,0,0,2.24,32%,0.71,0.18,5.37,13.85,13.16,1.29,13.4km,3.13,11.13,-,-,-,-,-,-,-
2000095783,Vitor Roque,28,77 kg,172 cm,,-,BRA,English Premier League,Liverpool,"€35,695,000 p/a",-,30/6/2036,"AM (RL), ST (C)",AM (RL),39,"3,178",87%,0.06,0.13,1.61,0.68,0.31,14%,0.28,30%,0.17,0.93,0.45,0.4,0.38,0,4.52,1.3,68%,0.34,0,0,4.3,18%,0.76,0.14,4.22,10.68,7.53,2.32,12.5km,2.61,8.33,-,-,-,-,-,-,-
27160181,Rasmus Højlund,30,78 kg,191 cm,,-,DEN,Bundesliga,Bayern Munich,"€19,381,000 p/a",-,30/6/2035,ST (C),-,40,"3,519",87%,0.2,0.11,0.72,0.77,0.36,13%,0.05,30%,6.5,1.41,0.74,0.43,0.58,0,4.44,1.02,66%,0.2,0,0.03,4.42,55%,2.43,0.15,3.71,7.01,5.12,2.12,12.5km,1.71,7.31,-,-,-,-,-,-,-
2000120742,Evan Ferguson,28,82 kg,188 cm,,-,IRL,LaLiga EA SPORTS,Real Madrid,"€22,956,000 p/a",-,30/6/2036,ST (C),-,38,"3,080",84%,0.15,0.08,0.2,0.5,0.18,0%,0,25%,9.5,2.1,0.91,0.73,0.61,1,2.82,0.5,74%,0.2,0,0.09,7.98,45%,3.56,0.12,2.92,4.82,3.68,0.73,11.3km,0.99,4.85,-,-,-,-,-,-,-
67295650,Yeremy Pino,30,66 kg,172 cm,,Sprained knee ligaments,ESP,English Premier League,Man City,"€36,343,000 p/a",-,30/6/2035,"M (RL), AM (RLC), ST (C)","M (RL), AM (C), ST (C)",32,"2,727",86%,0.5,0.43,3.43,2.01,1.12,19%,1.16,27%,4.09,0.79,0.4,0.53,0.18,3,13.08,2.57,80%,0.33,0.1,0,3.2,16%,0.53,0.17,6.11,16.44,12.08,2.94,13.6km,3.89,14.32,-,-,-,-,-,-,-
78084541,Manuel Ugarte,32,76 kg,182 cm,,Groin strain,URU,English Premier League,Chelsea,"€18,994,000 p/a",-,30/6/2035,"DM, M (C)",M (C),22,"2,017",92%,0.04,0.08,5.13,0.94,0.18,11%,0.09,-,-1.08,0.18,-,0.36,0.05,0,1.72,2.19,70%,0.76,0,0.09,3.35,45%,1.52,0.45,9.24,7.36,8.88,0.8,13.3km,2.94,12.05,-,-,-,-,-,-,-
2000030130,João Neves,28,69 kg,174 cm,,-,POR,English Premier League,Arsenal,"€19,415,000 p/a",-,30/6/2036,"DM, M/AM (C)",-,27,"2,218",92%,0.08,0.17,5.23,1.18,0.49,14%,0.08,8%,-1.48,0.41,0.08,0.53,0.14,0,4.1,1.87,82%,0.73,0.2,0.04,2.84,31%,0.89,0.32,7.83,7.79,11.36,1.42,13.6km,3.29,10.75,-,-,-,-,-,-,-
2000256231,Lamine Yamal,25,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,FC Barcelona,"€61,720,000 p/a",-,30/6/2035,"M (R), AM (RL), ST (C)",M (R),42,"3,349",82%,0.4,0.34,4.7,2.12,0.73,17%,0.67,11%,-2.85,1.18,0.32,1.18,0.38,0,12.74,1.93,83%,0.24,0.03,0,4.43,59%,2.63,0.16,6.26,19,10.16,3.71,13.0km,3.65,13.52,-,-,-,-,-,-,-
2002073504,Cliff Ingotsi,25,81 kg,188 cm,,-,BEL,Bundesliga,Leverkusen,"€8,653,000 p/a",-,30/6/2035,"M (R), AM (RLC)","M (R), AM (LC)",45,"3,835",82%,0.23,0.24,3.29,1.74,0.63,19%,0.66,8%,-1.56,1.17,0.19,1.62,0.22,0,10.03,2.58,81%,0.49,0.02,0.16,4.04,59%,2.39,0.28,7.56,18.05,10.61,4.18,13.5km,3.85,14.6,-,-,-,-,-,-,-
83111483,Rafael Leão,33,81 kg,188 cm,,Thigh strain,POR,Serie A,A.C. Milan,"€20,466,000 p/a",-,30/6/2034,"M (L), AM (LC), ST (C)","AM (C), ST (C)",33,"2,980",83%,0.18,0.16,3.23,1.57,0.42,22%,0.54,21%,7.75,1.54,0.6,0.91,0.32,0,5.16,2.54,87%,0.48,0,0.06,7.1,45%,3.17,0.27,6.28,12.68,11.45,2.48,13.3km,3.53,14.29,-,-,-,-,-,-,-
67296654,Alejandro Balde,29,70 kg,175 cm,,Calf strain,ESP,LaLiga EA SPORTS,FC Barcelona,"€16,524,000 p/a",-,30/6/2036,"D (RL), WB/M/AM (L)","D (R), AM (L)",30,"2,554",89%,0.18,0.23,8.1,1.16,0.56,20%,0.53,4%,-2.01,0.32,0.04,0.42,0.11,1,6.39,3.21,85%,0.7,0.14,0,3.66,39%,1.44,0.46,12.09,11.81,12.44,3.35,13.8km,3.91,11.42,-,-,-,-,-,-,-
28108494,Phil Foden,32,64 kg,171 cm,,-,ENG,English Premier League,Man City,"€31,804,000 p/a",-,30/6/2034,"M (C), AM (RLC), ST (C)","AM (R), ST (C)",44,"3,113",85%,0.09,0.19,2.17,0.87,0.61,19%,0.17,15%,0.38,0.66,0.23,0.78,0.22,0,6.7,2.05,81%,0.35,0.03,0,2.75,15%,0.4,0.14,6.39,12,11.36,1.71,13.9km,3.64,12.43,-,-,-,-,-,-,-
19306929,Rodrygo,32,64 kg,174 cm,,-,BRA,English Premier League,Man City,"€23,880,000 p/a",-,30/6/2034,"M (R), AM (RLC), ST (C)","M (R), AM (C)",31,"2,529",85%,0.53,0.35,2.53,1.49,0.85,20%,0.6,20%,5.03,1.17,0.39,0.93,0.18,0,9.75,2.14,78%,0.46,0,0,4.7,27%,1.25,0.14,5.98,16.09,10.75,3.49,13.6km,3.49,13.77,-,-,-,-,-,-,-
78085068,Ronald Araujo,34,88 kg,188 cm,,-,URU,LaLiga EA SPORTS,FC Barcelona,"€27,212,000 p/a",-,30/6/2034,"D (RC), WB (R), DM","WB (R), DM",45,"3,920",94%,0.09,0.07,7.83,0.46,0.16,8%,0.02,10%,-1.08,0.37,0.09,0.09,0.08,1,3.06,1.58,90%,0.92,0.18,0.53,7.12,68%,4.84,0.39,12.95,5.4,6.15,0.28,11.8km,1.19,4.22,-,-,-,-,-,-,-
12080051,Pape Matar Sarr,30,70 kg,184 cm,,-,SEN,English Premier League,Tottenham,"€27,260,000 p/a",-,30/6/2035,"DM, M (C)",-,42,"3,739",89%,0.22,0.18,4.67,1.3,0.63,21%,0.14,4%,-4.01,0.72,0.07,1.06,0.17,1,7.31,1.88,74%,0.46,0.1,0.24,3.66,40%,1.47,0.34,7.73,9.65,14.42,1.64,14.5km,3.42,11.53,-,-,-,-,-,-,-
91151081,Kai Havertz,33,79 kg,191 cm,,Pulled calf muscle,GER,English Premier League,Arsenal,"€14,309,000 p/a",-,30/6/2034,"DM, M/AM (C), ST (C)","DM, ST (C)",41,"3,006",88%,0.03,0.1,3.26,0.87,0.27,14%,0.09,12%,-0.81,1.17,0.27,0.96,0.29,1,3.33,1.65,74%,0.48,0.03,0.09,3.5,50%,1.77,0.18,6.68,9.37,11.86,1.29,13.3km,3.17,11.2,-,-,-,-,-,-,-
14130029,Cristian Romero,35,77 kg,185 cm,,-,ARG,LaLiga EA SPORTS,Real Madrid,"€13,304,000 p/a",-,30/6/2034,D (C),-,33,"2,824",96%,0.03,0.03,4.49,0.32,0.06,50%,0.03,6%,-0.77,0.22,0.03,0.1,0.06,1,0.79,0.92,81%,0.67,0.29,0.61,5.74,75%,4.3,0.25,10.45,3.28,6.41,-,11.2km,1.05,2.8,-,-,-,-,-,-,-
55070299,Rúben Dias,36,80 kg,186 cm,,-,POR,Serie A,Juventus,"€10,920,000 p/a",-,30/6/2034,D (C),-,22,"2,137",96%,-,0.02,4.13,0.17,-,-,0,-,-1.25,0.13,-,0.08,0.05,2,0.42,1.22,74%,0.67,0.25,0.46,5.18,66%,3.41,0.38,11.08,3.41,4.25,0.29,11.6km,0.76,3.45,-,-,-,-,-,-,-
2000263999,Estêvão,26,73 kg,178 cm,,-,BRA,LaLiga EA SPORTS,FC Barcelona,"€18,845,000 p/a",-,30/6/2037,"M (C), AM (RC), ST (C)","M (C), AM (R)",43,"3,434",88%,0.21,0.16,1.7,1.13,0.5,21%,0.16,30%,9.56,1.39,0.71,0.68,0.46,0,6.07,0.94,65%,0.18,0,0,2.78,22%,0.6,0.08,3.88,6.13,6.71,2.15,12.4km,1.94,7.89,-,-,-,-,-,-,-
37055843,Matthijs de Ligt,33,86 kg,189 cm,,Groin strain,NED,Bundesliga,Bayern Munich,"€17,030,000 p/a",-,30/6/2035,"D (C), DM",DM,35,"2,980",95%,0.06,0.05,5.04,0.27,0.09,100%,0.03,14%,1.46,0.39,0.09,0.09,0.05,1,1.69,1.03,74%,0.39,0.27,0.42,4.86,73%,3.56,0.48,9.72,3.74,4.8,0.03,11.4km,0.94,2.33,-,-,-,-,-,-,-
2000252303,Kendry Páez,26,74 kg,181 cm,,-,ECU,Ligue 1 Uber Eats,PSG,"€20,692,000 p/a",-,30/6/2037,"M (LC), AM (RLC)",M/AM (L),30,"2,329",81%,0.5,0.42,4.44,2.28,1.28,29%,0.93,17%,2.17,1.43,0.5,1.08,0.42,0,10.87,2.67,84%,0.31,0.08,0.04,5.18,53%,2.74,0.12,7.65,16.46,13.41,4.41,13.4km,3.4,11.32,-,-,-,-,-,-,-
2000006280,Mohamed-Ali Cho,29,66 kg,182 cm,,-,FRA,English Premier League,Man Utd,"€15,596,000 p/a",-,30/6/2036,"AM (RL), ST (C)",AM (RL),42,"3,133",85%,0.23,0.18,1.78,0.98,0.52,18%,0.34,27%,7.93,1.67,0.72,0.69,0.49,0,6.23,1.69,86%,0.2,0,0.09,5,50%,2.5,0.26,5.37,12.01,8.33,2.67,12.8km,3.13,10.26,-,-,-,-,-,-,-
48042326,Aurélien Tchouameni,33,78 kg,187 cm,,Tight groin,FRA,LaLiga EA SPORTS,Real Madrid,"€20,881,000 p/a",-,30/6/2034,"DM, M (C)",-,23,"2,311",90%,0.16,0.09,6.7,0.86,0.12,0%,0,9%,-0.79,0.78,0.16,0.55,0.19,1,2.38,1.91,78%,0.47,0.08,0.39,4.98,69%,3.43,0.19,10.51,8.45,11.41,0.7,14.0km,3.7,10.71,-,-,-,-,-,-,-
2000035036,Alejandro Garnacho,28,68 kg,181 cm,,-,ARG,English Premier League,Newcastle Utd,"€22,368,000 p/a",-,30/6/2036,"M (L), AM (RL), ST (C)","M (L), ST (C)",39,"2,783",84%,0.39,0.38,3.36,1.88,1.1,21%,0.84,15%,-0.77,1.03,0.32,1.1,0.22,0,11.89,2.13,83%,0.29,0,0,4.98,37%,1.84,0.06,7.02,15.43,8.6,4.04,13.1km,4.37,14.84,-,-,-,-,-,-,-
71101331,Mykhaylo Mudryk,32,61 kg,175 cm,,-,UKR,English Premier League,Chelsea,"€15,302,000 p/a",-,30/6/2034,"M (L), AM (RLC)","M (L), AM (RC)",37,"2,980",81%,0.24,0.31,3.08,1.45,0.76,20%,0.82,20%,2.69,0.69,0.3,0.6,0.22,0,10.22,3.17,80%,1,0,0.03,3.62,13%,0.48,0.36,8.55,17.09,12.41,4.05,13.7km,3.65,14.98,-,-,-,-,-,-,-
79034187,Julio Enciso,29,74 kg,174 cm,,-,PAR,English Premier League,Brighton,"€11,194,000 p/a",-,30/6/2036,"AM (RLC), ST (C)","AM (R), ST (C)",25,"2,328",80%,0.12,0.21,3.21,1.2,0.62,22%,0.66,19%,0.87,0.7,0.23,0.62,0.2,1,5.52,3.56,90%,0.62,0,0,4.25,17%,0.73,0.46,8.85,13.99,17.13,3.09,14.4km,4.56,17.59,-,-,-,-,-,-,-
28124573,Levi Colwill,30,87 kg,187 cm,,-,ENG,English Premier League,Chelsea,"€18,045,000 p/a",-,30/6/2035,D (LC),D (L),35,"3,092",94%,-,0.04,4.54,0.38,0.06,45%,0.15,6%,-1.86,0.23,0.03,0.03,0.06,0,1.54,1.95,80%,1.05,0.35,0.61,5.47,68%,3.73,0.49,11.03,4.74,4.1,0.38,11.8km,1.48,4.63,-,-,-,-,-,-,-
14229525,Enzo Fernández,32,70 kg,178 cm,,-,ARG,English Premier League,Chelsea,"€11,732,000 p/a",-,30/6/2035,"DM, M/AM (C)",AM (C),37,"2,718",90%,0.07,0.11,4.57,1.06,0.23,21%,0.2,10%,0.36,0.63,0.13,0.93,0.09,1,3.38,2.22,71%,0.76,0.17,0.03,2.78,31%,0.86,0.36,7.35,8.21,11.46,1.26,13.7km,3.05,11.75,-,-,-,-,-,-,-
2000077193,Arda Güler,28,73 kg,177 cm,,-,TUR,Bundesliga,Bayern Munich,"€22,512,000 p/a",-,30/6/2037,"M (C), AM (RC)",M (C),39,"2,669",84%,0.47,0.55,4.48,2.26,1.58,32%,0.88,22%,2.15,0.91,0.4,0.91,0.2,0,16.33,2.6,86%,0.3,0.03,0,2.8,12%,0.34,0.24,5.33,18.24,14.5,3.88,13.0km,4.96,15.07,-,-,-,-,-,-,-
2000104892,Eliesse Ben Seghir,28,67 kg,172 cm,,-,FRA,Ligue 1 Uber Eats,AS Monaco,"€7,589,000 p/a",-,30/6/2037,"M (C), AM (RLC)",AM (RL),40,"3,536",87%,0.18,0.26,5.75,1.76,0.87,17%,0.36,20%,5.66,1.2,0.43,1.32,0.29,0,10.23,1.53,70%,0.33,0.08,0,2.39,20%,0.48,0.2,4.79,13.97,8.88,2.75,13.6km,3.36,12.55,-,-,-,-,-,-,-
43500755,Giorgio Scalvini,29,88 kg,194 cm,,-,ITA,English Premier League,Arsenal,"€14,141,000 p/a",-,30/6/2036,"D (C), DM",DM,36,"2,893",95%,-,0.04,5.66,0.19,0.06,0%,0,-,-0.79,0.16,-,0.03,0.02,1,1.42,1.18,81%,0.78,0.22,0.47,6.1,66%,4.04,0.47,11.51,4.01,7.31,0.12,11.7km,1.12,3.52,-,-,-,-,-,-,-
2002074491,Alan Petterson,25,81 kg,186 cm,,-,AUS,English Premier League,Man Utd,"€15,952,000 p/a",-,30/6/2036,D (RLC),D (L),29,"3,093",90%,0.17,0.15,8.38,0.9,0.35,21%,0.38,11%,0.16,0.47,0.12,0.23,0.11,1,5.2,2.97,89%,0.84,0.12,0.15,6.05,62%,3.72,0.35,12.4,9.25,9.52,1.6,13.3km,2.53,9.69,-,-,-,-,-,-,-
16202373,Dominik Szoboszlai,32,74 kg,186 cm,,Tight thigh,HUN,English Premier League,Liverpool,"€24,029,000 p/a",-,30/6/2034,"M/AM (RLC), ST (C)","M/AM (RL), ST (C)",29,"2,402",87%,0.37,0.28,2.44,1.05,0.86,20%,0.15,17%,1.74,1.16,0.45,1.61,0.33,0,7.39,2.02,68%,0.22,0,0,3.22,35%,1.12,0.11,5.36,13.26,9.85,1.69,14.1km,3.07,10.38,-,-,-,-,-,-,-
83169226,Diogo Costa,33,78 kg,186 cm,,-,POR,English Premier League,Liverpool,"€24,984,000 p/a",-,30/6/2034,GK,-,51,"4,590",98%,-,0,0.16,0.02,0.02,-,-,-,0,-,-,-,0,0,0,0.06,60%,1.43,0,0,-,-,-,-,7.14,1.22,0.06,-,6.5km,0,0,22,83,77,0.24,0.86,84%,85%
67276230,Nico Williams,30,77 kg,180 cm,,-,ESP,LaLiga EA SPORTS,Athletic Bilbao,"€15,593,000 p/a",-,30/6/2035,M/AM (RL),M/AM (L),42,"3,752",81%,0.14,0.21,2.85,1.3,0.6,13%,0.53,23%,1.14,0.82,0.34,0.53,0.14,1,8.93,2.23,84%,0.48,0.05,0.1,6,34%,2.04,0.43,6.81,16.1,9.76,2.23,13.5km,3.79,14.8,-,-,-,-,-,-,-
14110660,Lautaro Martínez,35,70 kg,174 cm,,-,ARG,Serie A,Inter,"€15,996,000 p/a",-,30/6/2034,"AM (C), ST (C)",AM (C),24,"2,174",90%,0.04,0.05,0.62,0.58,0.29,8%,0.04,26%,1.88,0.79,0.37,0.41,0.2,0,1.12,2.19,75%,0.37,0.04,0,3.73,22%,0.83,0.12,4.1,7.7,6.42,0.33,12.8km,2.44,10.06,-,-,-,-,-,-,-
43298481,Sandro Tonali,33,79 kg,181 cm,,-,ITA,English Premier League,Newcastle Utd,"€18,582,000 p/a",€35M,30/6/2034,"DM, M (C)",-,40,"2,690",88%,0.47,0.43,6.26,2.31,1.1,26%,0.5,5%,-1.44,0.5,0.07,1,0.12,0,12.91,2.04,70%,0.64,0.13,0.07,2.74,54%,1.47,0.17,7.49,11.34,8.6,0.74,13.7km,2.78,10.47,-,-,-,-,-,-,-
28108035,Reece James,33,90 kg,179 cm,,-,ENG,English Premier League,Chelsea,"€16,268,000 p/a",-,30/6/2034,"D (RC), WB (R)",D (C),33,"2,790",89%,0.16,0.12,5.06,0.97,0.29,20%,0.19,5%,-0.84,0.42,0.03,0.48,0.03,1,3.63,3.29,75%,0.84,0.32,0.06,3.87,45%,1.74,0.77,11.13,8.71,12.65,1.42,13.6km,2.71,8.45,-,-,-,-,-,-,-
2000105654,Jorrel Hato,27,82 kg,187 cm,,-,NED,Eredivisie,Ajax,"€7,526,000 p/a",-,30/6/2036,"D (LC), WB (L), DM",DM,36,"3,174",91%,0.06,0.07,7.29,0.57,0.17,5%,0.14,14%,2.05,0.31,0.11,0.06,0.06,1,2.33,1.76,77%,0.62,0.14,0.88,7.23,64%,4.59,0.48,10.58,10.29,10.09,0.91,13.0km,2.35,9.95,-,-,-,-,-,-,-
