UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2002135160,Esteban Gómez,22,64 kg,167 cm,,-,ESP,English Premier League,Cardiff,"$7,251,000 p/a",-,30/6/2036,"AM (RLC), ST (C)",AM (R),24,"2,145",79%,0.13,0.12,1.8,0.84,0.29,15%,0.38,14%,1.34,0.97,0.34,1.51,0.28,0,2.85,2.48,80%,0.38,0,0,8.39,8%,0.67,0.38,6.76,12.29,10.15,3.1,13.6km,3.1,12.34,-,-,-,-,-,-,-
2002073135,Hugo Uriarte,24,73 kg,179 cm,,-,ESP,English Premier League,Liverpool,"$32,271,000 p/a",-,30/6/2037,"AM (RLC), ST (C)",AM (RLC),21,"1,760",85%,0.05,0.16,1.18,1.07,0.46,27%,0.26,32%,1.94,1.18,0.66,0.51,0.53,0,3.17,1.18,77%,0.36,0.05,0,3.22,10%,0.31,0.1,3.07,8.74,6.8,1.23,12.7km,2.05,6.24,-,-,-,-,-,-,-
12091290,Bénie Traoré,30,64 kg,172 cm,,Tight hamstring,CIV,English Premier League,Cardiff,"$9,695,000 p/a",-,30/6/2035,"AM (RL), ST (C)",AM (L),3,572,88%,0.16,0.17,0.79,1.1,0.47,10%,0.16,28%,1.43,1.89,0.79,1.1,0.56,0,1.11,2.52,84%,0.63,0,0,8.97,21%,1.89,0.31,7.08,8.81,8.02,1.57,14.0km,1.89,9.76,-,-,-,-,-,-,-
2002073027,Alex Scriven,24,67 kg,161 cm,,Pulled ankle ligaments,ENG,English Premier League,Burnley,"$3,471,000 p/a",-,30/6/2036,D/M/AM (L),AM (L),13,"1,404",89%,-,0.07,6.22,0.71,0.26,0%,0,-,-0.39,0.13,-,0.32,0.03,0,1.13,3.85,83%,1.67,0.32,0,3.4,21%,0.71,0.96,12.95,9.94,12.76,2.44,13.7km,3.14,11.54,-,-,-,-,-,-,-
67276122,Ansu Fati,30,66 kg,178 cm,,-,ESP,English Premier League,Man City,"$43,669,000 p/a",-,30/6/2035,"M (L), AM (RLC), ST (C)","M (L), AM (C)",23,"1,893",86%,0.33,0.16,3.33,1.43,0.57,22%,0.67,18%,2.47,1.28,0.43,1.05,0.31,0,3.4,2.66,86%,0.52,0,0,5.09,21%,1.09,0.24,6.04,14.45,10.94,3.76,13.4km,3.52,13.74,-,-,-,-,-,-,-
98040226,Noah Okafor,32,77 kg,185 cm,,Thigh strain,SUI,English Premier League,Tottenham,"$13,137,000 p/a",-,30/6/2033,"AM (RLC), ST (C)",AM (RC),8,873,87%,-,0.03,0.62,0.41,-,0%,0,16%,0.33,1.03,0.31,0.72,0.28,0,0.27,1.03,77%,0.21,0,0,6.39,24%,1.55,-,2.68,6.19,5.15,1.34,12.4km,1.65,5.67,-,-,-,-,-,-,-
2000105772,Jacub Rawlinson-Jelfs,24,73 kg,176 cm,,-,ENG,English Premier League,Liverpool,"$5,788,000 p/a",$21.5M,30/6/2037,"DM, M (C)",M (C),2,244,95%,-,0.08,3.69,0.74,-,0%,0,14%,0.31,0.74,0.37,1.84,0.25,0,0.21,0.74,50%,0,0.37,0,3.32,22%,0.74,-,3.32,4.8,13.65,0.37,13.4km,2.58,8.48,-,-,-,-,-,-,-
2002072846,Ege Çağlar,25,87 kg,195 cm,,-,TUR,English Premier League,Man City,"$25,957,000 p/a",-,30/6/2037,"AM (RL), ST (C)",AM (RL),13,"1,482",82%,0.49,0.2,1.88,1.64,0.67,22%,0.73,19%,3.39,1.46,0.61,0.91,0.4,0,3.28,1.46,71%,0.55,0,0.06,9.29,49%,4.55,0.24,5.95,12.27,9.05,3.1,13.1km,2.49,9.23,-,-,-,-,-,-,-
2002072806,Mads Møller,24,81 kg,187 cm,,-,DEN,English Premier League,Tottenham,"$19,001,000 p/a",-,30/6/2036,"D (LC), DM","D (C), DM",26,"1,868",89%,0.1,0.11,8.87,1.25,0.34,18%,0.14,-,-0.97,0.19,-,0.19,0.05,0,2.27,3.47,85%,0.92,0.24,0.19,5.16,67%,3.47,0.48,14.69,9.3,11.42,1.35,13.6km,3.37,11.27,-,-,-,-,-,-,-
2000006110,Alexis Tibidi,29,77 kg,187 cm,,-,FRA,English Premier League,Cardiff,"$5,181,000 p/a",-,30/6/2036,"M (L), AM (RLC), ST (C)","M (L), AM (C)",6,950,76%,0.19,0.15,1.99,0.57,0.47,17%,0.28,13%,-0.01,0.76,0.38,1.61,0.38,0,1.59,2.18,61%,0.76,0,0,8.81,63%,5.59,0.47,10.61,15.16,14.49,2.27,14.4km,3.88,17.15,-,-,-,-,-,-,-
67276474,Beñat Turrientes,31,73 kg,179 cm,,-,ESP,English Premier League,Fulham,"$6,163,000 p/a",-,30/6/2034,"DM, M (C)",M (C),27,"2,103",88%,0.09,0.09,5.05,0.56,0.26,17%,0.13,12%,-0.64,0.47,0.13,0.51,0.16,2,2.11,2.35,69%,0.9,0.04,0,2.23,37%,0.81,0.56,7.4,8.9,14.38,0.98,14.4km,2.61,10.83,-,-,-,-,-,-,-
2002072781,Mehmet Fatih Cingirt,24,80 kg,183 cm,,-,TUR,English Premier League,Aston Villa,"$1,533,000 p/a",-,30/6/2035,"D (RLC), WB (L)","D (R), WB (L)",11,"1,069",86%,-,0.06,4.46,0.34,0.08,13%,0.25,11%,0.45,0.25,0.08,0.42,0.05,0,0.71,2.69,71%,2.44,0.34,0.08,5.81,58%,3.37,1.6,13.47,9.85,11.28,0.84,13.6km,2.27,8.84,-,-,-,-,-,-,-
67277454,Rubén Pulido,32,84 kg,184 cm,,-,ESP,English Premier League,Leeds Utd,"$3,798,000 p/a",$4.8M,30/6/2033,D (RC),D (R),14,"1,462",94%,0.06,0.05,4.19,0.55,-,25%,0.06,-,-0.81,0.25,-,0.18,0.05,0,0.84,1.72,80%,1.54,0.43,0.31,4.49,56%,2.52,0.74,9.91,5.05,8.74,0.06,12.5km,2.03,7.08,-,-,-,-,-,-,-
2002072747,Kevin Charbonnel,24,85 kg,194 cm,,-,BEL,English Premier League,Wolves,"$2,061,000 p/a",$2.1M,30/6/2035,"D (RLC), WB (L)","D (R), WB (L)",1,204,91%,-,0,5.74,0,-,-,0,-,-0.04,0,-,0.44,0.02,0,0,3.09,70%,1.76,0.44,0.44,3.97,67%,2.65,-,10.15,8.38,5.74,-,12.8km,3.09,5.74,-,-,-,-,-,-,-
2000006186,Lesley Ugochukwu,28,85 kg,188 cm,,-,FRA,English Premier League,Stoke,"$3,049,000 p/a",$14M,30/6/2035,"DM, M (C)",DM,2,413,87%,-,0.06,2.83,0.65,-,0%,0,-,-0.46,0.22,-,1.09,0.1,0,0.26,2.83,72%,1.09,0.44,0.87,9.37,40%,3.7,0.44,8.5,10.68,8.5,0.65,14.2km,3.49,13.08,-,-,-,-,-,-,-
2002072694,Rubén Ordoñez,24,77 kg,181 cm,,-,BEL,English Premier League,Crystal Palace,"$1,816,000 p/a",-,30/6/2035,"DM, M/AM (C), ST (C)","DM, M (C), ST (C)",25,"1,531",87%,0.06,0.1,2.65,0.53,0.29,29%,0.06,9%,-1.58,0.65,0.12,0.41,0.21,0,1.65,1.76,67%,0.71,0,0.47,7.7,37%,2.88,0.18,7,7.23,11.7,0.88,13.5km,1.88,8.29,-,-,-,-,-,-,-
2000006280,Mohamed-Ali Cho,29,66 kg,182 cm,,-,FRA,English Premier League,Man Utd,"$16,707,000 p/a",-,30/6/2036,"AM (RL), ST (C)",AM (RL),26,"1,984",84%,0.18,0.16,2.09,1.04,0.36,20%,0.41,27%,5.36,1.72,0.73,0.73,0.48,0,3.53,1.81,83%,0.23,0,0.09,4.85,50%,2.45,0.36,5.62,13.43,8.39,2.63,12.8km,3.31,11.57,-,-,-,-,-,-,-
67277830,Julen Agirrezabala,32,83 kg,187 cm,,-,ESP,English Premier League,Burnley,"$4,124,000 p/a",-,30/6/2034,GK,-,24,"2,099",62%,0.04,0.01,1.5,0,-,-,-,-,0,-,-,-,0,2,0.18,0,0%,8.4,0,0,-,-,-,-,5.92,13.59,0.26,-,6.4km,0,0,30,53,49,0.11,1.93,85%,80%
2000011147,Miloš Kerkez,29,72 kg,176 cm,,-,HUN,English Premier League,Man Utd,"$26,075,000 p/a",-,30/6/2036,D/WB/M (L),M (L),26,"1,806",88%,0.4,0.29,7.97,1.89,1.2,21%,1.5,7%,-0.57,0.25,0.05,0.35,0.08,0,5.72,2.94,83%,0.75,0.15,0,3.04,57%,1.74,0.6,11.01,14.05,18.19,4.34,13.6km,3.99,12.86,-,-,-,-,-,-,-
42077304,Manor Solomon,33,61 kg,167 cm,,-,ISR,English Premier League,Crystal Palace,"$6,261,000 p/a",-,30/6/2034,"M (L), AM (RLC)","M (L), AM (RC)",19,"1,529",78%,0.29,0.2,1.71,1.12,0.47,13%,0.18,17%,1.26,0.88,0.24,0.82,0.16,0,3.35,3.24,83%,0.82,0,0.06,5.65,14%,0.77,0.47,7.95,14.42,14.19,1.82,13.7km,3.53,12.6,-,-,-,-,-,-,-
42083355,Daniel Peretz,32,77 kg,190 cm,,-,ISR,English Premier League,Brighton,"$8,542,000 p/a",-,30/6/2035,GK,-,26,"2,340",53%,-,0.01,1.42,0,0.04,-,-,-,0,-,-,-,0,1,0.25,0,0%,8.38,0,0,-,-,-,-,4.54,12.42,0,-,6.2km,0,0,11,43,52,0.13,1.38,83%,80%
2002134904,Derek Hernández,22,78 kg,183 cm,,-,ESP,English Premier League,Leicester,"$1,660,000 p/a",-,30/6/2036,M/AM (C),-,6,532,84%,0.34,0.51,3.05,1.69,0.85,27%,0.51,8%,-0.56,0.34,0.17,1.35,0.26,0,3,1.52,69%,0.17,0,0,6.94,32%,2.2,-,7.78,9.81,9.98,1.86,14.5km,2.54,11,-,-,-,-,-,-,-
2000011972,Sávio,28,66 kg,173 cm,,-,BRA,English Premier League,Wolves,"$5,895,000 p/a",-,30/6/2035,"M (L), AM (RL), ST (C)",ST (C),25,"2,204",84%,0.25,0.28,2.82,1.18,1.02,19%,0.69,9%,-0.07,0.49,0.08,0.57,0.08,0,6.8,2.29,79%,1.14,0.04,0,4.29,25%,1.06,0.37,7.92,13.6,12.74,2.37,13.7km,4.86,16.33,-,-,-,-,-,-,-
2002072432,Sam Meynell,25,73 kg,179 cm,,Tight thigh,ENG,English Premier League,Aston Villa,"$5,889,000 p/a",-,30/6/2036,"AM (R), ST (C)",AM (R),22,"1,898",86%,0.09,0.12,1.14,1.04,0.33,19%,0.38,25%,3.08,1.19,0.57,0.85,0.42,0,2.56,2.23,84%,0.28,0.05,0,7.68,10%,0.76,0.09,5.31,8.68,10.01,2.61,13.4km,2.28,9.72,-,-,-,-,-,-,-
2000105661,Kamari Doyle,27,77 kg,181 cm,,-,ENG,English Premier League,Stoke,"$6,109,000 p/a",-,30/6/2036,M/AM (C),-,24,"1,933",86%,0.33,0.18,3.26,1.12,0.61,11%,0.14,8%,-0.32,0.28,0.09,0.79,0.11,0,3.85,2.47,87%,0.65,0.09,0.05,3.91,38%,1.49,0.37,8.71,9.96,9.82,1.16,12.9km,3.07,12.25,-,-,-,-,-,-,-
2002072430,Gareth McLaughlin,24,69 kg,172 cm,,-,IRL,English Premier League,Aston Villa,"$3,339,000 p/a",-,30/6/2036,D/WB/M/AM (R),M/AM (R),22,"1,649",83%,0.16,0.11,3.66,0.76,0.33,11%,0.44,-,-0.22,0.11,-,0.16,0.01,0,2.1,3.06,76%,1.75,0.49,0.11,3.27,45%,1.47,0.87,9.5,9.61,17.19,1.75,13.4km,2.78,9.28,-,-,-,-,-,-,-
2002072423,Matthew Cross,24,82 kg,188 cm,,-,ENG,English Premier League,West Ham,"$8,729,000 p/a",-,30/6/2036,D (C),-,25,"2,095",90%,-,0.03,4.08,0.21,0.09,0%,0,6%,0.15,0.43,0.04,0,0.04,0,0.77,1.16,71%,1.29,0.34,0.95,6.57,82%,5.41,0.82,11.38,5.71,4.77,-,11.5km,0.86,2.53,-,-,-,-,-,-,-
2002072349,Reece Strang,24,76 kg,181 cm,,-,SCO,English Premier League,Newcastle Utd,"$4,326,000 p/a",-,30/6/2036,D (C),-,18,"1,642",94%,0.05,0.08,5.92,0.77,0.27,0%,0,7%,-0.39,0.44,0.05,0.49,0.08,1,1.48,1.21,85%,0.77,0.27,0.49,4.55,59%,2.69,0.33,10.63,6.03,9.7,0.38,12.7km,0.82,3.45,-,-,-,-,-,-,-
14157184,Alexis Mac Allister,34,68 kg,174 cm,,-,ARG,English Premier League,Liverpool,"$23,457,000 p/a",-,30/6/2033,"DM, M (C), AM (LC)",AM (L),14,"1,274",90%,0.28,0.19,2.4,0.85,0.49,28%,0,12%,-2.49,0.64,0.21,0.57,0.33,0,2.74,1.41,71%,0.57,0.07,0,2.76,18%,0.49,0.21,4.73,9.75,10.6,1.34,14.1km,2.4,9.11,-,-,-,-,-,-,-
2000102065,Callum Doyle,24,80 kg,182 cm,,-,IRL,English Premier League,Burnley,"$2,374,000 p/a",-,30/6/2037,"DM, M/AM (LC)","DM, M (L), AM (LC)",20,"1,670",82%,0.05,0.09,4.74,0.54,0.27,14%,0.11,-,-1.31,0.16,-,0.27,0.07,0,1.71,2.1,64%,1.13,0,0.11,4.04,57%,2.32,0.54,10.78,13.37,10.56,1.56,14.1km,4.04,14.98,-,-,-,-,-,-,-
2002072327,Jason McManus,25,59 kg,158 cm,,-,ENG,English Premier League,Wolves,"$1,893,000 p/a",-,30/6/2034,D/WB/AM (L),WB/AM (L),4,579,87%,-,0.08,7.31,0.78,0.16,15%,0.62,50%,0.71,0.16,0.16,0.16,0.05,0,0.49,2.95,70%,1.24,0.31,0.31,4.51,21%,0.93,0.93,12.28,10.88,16.79,3.11,14.7km,2.64,11.19,-,-,-,-,-,-,-
2002072290,Charlie Davisson,24,85 kg,190 cm,,-,ENG,English Premier League,Stoke,"$3,914,000 p/a",-,30/6/2037,"D (RL), WB (R)",WB (R),22,"1,654",85%,0.05,0.09,5.44,0.65,0.33,18%,0.38,-,-0.23,0.05,-,0.22,0.01,2,1.68,3.59,79%,2.12,0.11,0.44,5.33,65%,3.48,0.98,12.62,9.03,20.41,0.87,13.2km,3.81,11.37,-,-,-,-,-,-,-
2002072284,Jeremiah Ferrell,25,70 kg,174 cm,,-,ENG,English Premier League,Man City,"$8,125,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (C),-,234,86%,-,0.11,2.69,0.77,0.38,22%,0.38,20%,0.14,0.77,0.38,1.15,0.33,0,0.29,0.38,50%,0,0,0,3.46,33%,1.15,-,3.85,13.85,8.46,1.92,14.2km,1.15,6.54,-,-,-,-,-,-,-
2000015458,Chris Brady,28,78 kg,191 cm,,-,USA,English Premier League,West Ham,"$3,606,000 p/a",-,30/6/2035,GK,-,7,630,48%,-,0.07,0.29,0,-,-,-,-,0,-,-,-,0,1,0.48,-,-,8.14,0,0,-,-,-,-,2.57,12.57,0,-,4.2km,0,0,5,15,9,0.17,1.29,85%,78%
43295814,Dejan Kulusevski,32,78 kg,186 cm,,Pulled groin,SWE,English Premier League,Tottenham,"$17,392,000 p/a",-,30/6/2034,"M/AM (RC), ST (C)","M (C), ST (C)",26,"2,285",85%,0.2,0.17,2.95,1.54,0.63,18%,0.16,9%,-2.09,0.71,0.12,0.43,0.2,0,4.28,1.42,84%,0.55,0,0,3.62,53%,1.93,0.28,5.79,14.57,10.6,1.46,14.3km,3.58,11.26,-,-,-,-,-,-,-
43295822,Nicolò Cambiaghi,32,64 kg,173 cm,,-,ITA,English Premier League,Middlesbrough,"$6,844,000 p/a",-,30/6/2034,"M (L), AM (LC), ST (C)","M (L), AM (C)",19,"1,594",86%,0.23,0.24,2.71,1.81,0.85,15%,0.9,13%,0.28,0.45,0.11,0.4,0.1,0,4.2,2.6,84%,0.56,0,0.11,4.69,20%,0.96,0.4,7.06,13.83,17.39,2.37,13.3km,3.44,12.53,-,-,-,-,-,-,-
43298002,Marco Carnesecchi,32,82 kg,191 cm,,-,ITA,English Premier League,Chelsea,"$9,434,000 p/a",-,30/6/2034,GK,-,34,"3,060",81%,-,0,1.03,0,-,-,-,-,0,-,-,-,0,2,0,0,0%,5.65,0,0,-,-,-,-,4.94,7,0.15,-,6.4km,0,0,8,49,55,-0.01,1.24,83%,77%
2000016808,Ismaël Doukouré,29,81 kg,183 cm,,-,FRA,English Premier League,Wolves,"$5,010,000 p/a",-,30/6/2035,"D (C), DM",DM,23,"1,740",93%,0.1,0.07,7.19,0.47,0.16,0%,0,-,-0.89,0.31,-,0.1,0.05,1,1.42,2.12,82%,1.14,0.05,0.67,6.62,69%,4.55,0.52,11.22,5.38,7.45,0.26,12.1km,1.76,6,-,-,-,-,-,-,-
2002072259,Christophe Mougin,25,81 kg,188 cm,,-,FRA,English Premier League,Stoke,"$7,636,000 p/a",-,30/6/2036,"M (C), AM (RC)",AM (R),24,"2,069",86%,0.17,0.17,4.35,1.22,0.48,6%,0.04,11%,-0.04,0.39,0.09,0.22,0.09,0,3.87,2.57,82%,0.65,0.13,0.7,5.48,47%,2.57,0.3,9.87,10.18,10.53,0.7,13.3km,3.61,13.05,-,-,-,-,-,-,-
2000305094,Ariel,25,71 kg,176 cm,,Pulled groin,ESP,English Premier League,Crystal Palace,"$3,253,000 p/a",-,30/6/2037,"D (LC), WB (L)",WB (L),25,"2,250",91%,-,0.03,3.6,0.36,0.04,12%,0.08,-,-0.07,0.08,-,0.04,0,1,0.67,1.32,70%,1.32,0.2,0.12,3.44,29%,1,0.8,9.96,5.6,5.68,0.4,12.1km,1.2,3.8,-,-,-,-,-,-,-
2000300961,Omar Khedr,26,72 kg,176 cm,,-,EGY,English Premier League,Leeds Utd,"$3,899,000 p/a",$16.75M,30/6/2034,"M (L), AM (RL)","M (L), AM (R)",9,774,79%,-,0.22,2.44,1.28,0.81,21%,0.47,7%,-0.86,0.47,0.12,0.81,0.22,1,1.87,2.21,70%,1.05,0,0,2.56,36%,0.93,0.7,8.26,19.07,15.35,2.33,13.6km,3.6,14.88,-,-,-,-,-,-,-
43317933,Hamed Traorè,32,74 kg,177 cm,,Tight hamstring,CIV,English Premier League,Bournemouth,"$5,110,000 p/a",-,30/6/2034,"M (C), AM (LC)",M (C),19,"1,736",87%,-,0.07,2.38,0.57,0.16,13%,0.16,7%,-0.77,0.41,0.05,0.47,0.09,1,1.31,1.87,71%,1.19,0.05,0,2.75,11%,0.31,0.1,5.29,12.13,10.58,0.99,13.9km,2.49,12.13,-,-,-,-,-,-,-
14207820,Ezequiel Bullaude,32,77 kg,184 cm,,-,ARG,English Premier League,Crystal Palace,"$3,225,000 p/a",-,30/6/2034,"M (C), AM (LC), ST (C)","M (C), AM (L), ST (C)",-,782,83%,0.12,0.05,2.19,0.46,0.12,0%,0,20%,0.14,0.58,0.23,0.35,0.21,0,0.45,4.37,72%,0.92,0,0,6.56,42%,2.76,0.12,9.44,11.74,14.27,2.42,15.1km,4.14,16.23,-,-,-,-,-,-,-
43318320,Marco Brescianini,33,80 kg,188 cm,,Pulled pectoral muscle,ITA,English Premier League,Cardiff,"$3,314,000 p/a",$1.5M,30/6/2033,"D (C), DM, M (C)",D (C),-,305,85%,-,0.27,3.25,1.77,0.89,50%,0.59,-,-0.43,0.59,-,0.3,0.13,0,0.92,2.66,69%,1.48,0,0,7.67,62%,4.72,1.48,10.92,11.8,9.15,1.48,15.5km,3.54,18,-,-,-,-,-,-,-
2000020287,Andreas Schjelderup,28,77 kg,177 cm,,-,NOR,English Premier League,Brighton,"$9,023,000 p/a",-,30/6/2036,"M/AM (L), ST (C)","M (L), ST (C)",24,"1,694",79%,0.16,0.21,2.18,0.69,0.64,23%,0.11,19%,-0.02,1.91,0.53,1.12,0.49,0,3.89,2.07,83%,0.37,0,0,7.65,14%,1.06,0.27,6.48,13.49,11.32,1.86,13.7km,2.76,12.54,-,-,-,-,-,-,-
2000021281,Matteo Prati,29,75 kg,184 cm,,-,ITA,English Premier League,Aston Villa,"$6,221,000 p/a",-,30/6/2035,"DM, M (C)",-,20,"1,491",84%,-,0.07,4.47,1.03,0.18,33%,0.12,8%,-0.43,0.48,0.12,0.6,0.15,0,1.21,2.6,70%,0.66,0.24,0.42,6.22,53%,3.32,0.48,10.99,8.09,10.87,0.97,13.3km,2.9,11.17,-,-,-,-,-,-,-
43372285,Caleb Okoli,31,75 kg,187 cm,,-,ITA,English Premier League,Bournemouth,"$5,142,000 p/a",-,30/6/2035,D (C),-,26,"2,246",93%,-,0.01,3.49,0.16,-,0%,0,-,-0.12,0.08,-,0,0,0,0.26,1.64,84%,1.32,0.44,0.72,5.25,73%,3.85,0.84,10.22,5.25,2.97,0.08,11.5km,1.36,3.29,-,-,-,-,-,-,-
43372948,Nicolò Fagioli,31,66 kg,178 cm,,-,ITA,English Premier League,Brighton,"$4,016,000 p/a",-,30/6/2035,"DM, M/AM (C)",AM (C),11,"1,057",85%,0.17,0.16,2.47,0.85,0.43,24%,0.17,9%,0.42,1.19,0.17,1.62,0.13,0,1.87,1.87,76%,0.51,0,0,3.32,23%,0.77,0.09,7.49,9.11,13.45,2.38,14.1km,3.41,15.67,-,-,-,-,-,-,-
67295644,Iker Álvarez,31,80 kg,190 cm,,-,AND,English Premier League,Aston Villa,"$2,613,000 p/a",-,30/6/2036,GK,-,26,"2,340",48%,-,0.02,1.04,0.04,-,-,-,-,0,-,-,-,0,2,0.39,0,0%,10.88,0,0,-,-,-,-,4.62,15,0.15,-,6.1km,0,0,18,55,56,-0.03,1.69,86%,82%
67295650,Yeremy Pino,30,66 kg,172 cm,,Sprained knee ligaments,ESP,English Premier League,Man City,"$38,933,000 p/a",-,30/6/2035,"M (RL), AM (RLC), ST (C)","M (RL), AM (C), ST (C)",21,"1,746",85%,0.41,0.42,3.61,1.65,1.08,20%,1.03,29%,2.96,0.77,0.41,0.62,0.14,2,8.2,2.37,78%,0.41,0.15,0,3.09,13%,0.41,0.26,5.88,16.49,12.63,2.73,13.6km,3.56,12.99,-,-,-,-,-,-,-
